Date,so-premp-f,so-premp-g,so-premp-h,so-premp-j,so-premp-k,so-premp-m,so-premp-n,so-premp-q,so-premp-u,so-premp-v,so-premp-x,so-premp-z
2007-01-22,,-100,-80,,,,,,,,,
2007-01-23,,-80,-90,,,,,,,,,
2007-01-24,,-80,-80,,,,,,,,,
2007-01-25,,-90,-90,,,,,,,,,
2007-01-26,,-110,-110,,,,,,,,,
2007-01-29,,-120,-110,,,,,,,,,
2007-01-30,,,-140,,,,,,,,,
2007-01-31,,-150,-150,,,,,,,,,
2007-02-01,,,-180,,,,,,,,,
2007-02-02,,,-200,,,,,,,,,
2007-02-05,,,-240,,,,,,,,,
2007-02-06,,,-260,,,,,,,,,
2007-02-07,,,-250,,,,,,,,,
2007-02-08,,,-290,,,,,,,,,
2007-02-09,,,-320,,,,,,,,,
2007-02-12,,,-300,,,,,-280,-280,,,
2007-02-13,,,-270,,,,,-280,-280,,,
2007-02-14,,,-250,,,,,-280,-280,-280,-280,
2007-02-15,,,-240,,,,,,,,,
2007-02-16,,,,,,,,-280,-280,-270,-270,
2007-02-21,,,-200,,,,,,,,,
2007-02-22,,,-200,,,,,-260,-260,-260,-260,
2007-02-23,,,-210,,,,,-280,-280,-275,-275,
2007-02-26,,,-220,,,,,,,-300,-300,
2007-02-27,,,,,,,,-280,-280,-270,-270,
2007-02-28,,,-225,,,,,-280,-280,-270,-270,
2007-03-01,,,,,,,,-270,-270,,,
2007-03-02,,,-260,,,,,-260,-260,-270,-270,
2007-03-05,,,-250,,,,,-240,-240,-240,-240,
2007-03-06,,,-240,,,,,-230,-230,,,
2007-03-07,,,-250,,,,,-260,-260,-260,-260,
2007-03-08,,,-250,,,,,-270,-270,-260,-260,
2007-03-09,,,,,,-260,,-270,-290,-260,-260,
2007-03-12,,,-260,,,-270,,-280,-280,-260,-260,
2007-03-13,,,,,,-280,,-280,-280,-260,-260,
2007-03-14,,,,,,-270,,-300,-300,-270,-270,
2007-03-15,,,,,,-300,,-300,-300,-300,-300,
2007-03-16,,,,,,-320,,-320,-320,-320,-320,
2007-03-19,,,,,,-315,,-310,-310,-315,-315,
2007-03-20,,,,,,-350,,-360,-360,-360,-360,
2007-03-21,,,,,,-375,,-370,-370,-360,-360,
2007-03-22,,,,,,-370,,-380,-380,-350,-350,
2007-03-23,,,,,,-380,,-370,-370,-390,-390,
2007-03-26,,,,,,-370,,-370,-370,-370,-370,
2007-03-27,,,,,,-370,,-370,-370,,-350,
2007-03-28,,,,,,-390,,-390,-400,-390,-390,
2007-03-29,,,,,,-390,,-390,-390,-380,-380,
2007-03-30,,,,,,-355,,-355,-355,-330,-330,
2007-04-02,,,,,,-350,,-350,-350,-350,-350,
2007-04-03,,,,,,-360,,-360,-360,-340,-340,
2007-04-04,,,,,,-350,,-390,-350,-350,-350,
2007-04-05,,,,,,-340,,-340,-340,-320,-320,
2007-04-09,,,,,,-320,,-320,-320,-310,-310,
2007-04-10,,,,,,-290,,-290,-290,-280,-280,
2007-04-11,,,,,,-290,,-290,-290,-280,-280,
2007-04-12,,,,,,-270,,-270,-270,-270,-270,
2007-04-13,,,,,,-270,,-260,-260,-260,-260,
2007-04-16,,,,,,-250,,-260,-260,-280,-280,
2007-04-17,,,,,,-220,,-240,-240,-200,-200,
2007-04-18,,,,,,-190,,-180,-180,-230,-230,
2007-04-19,,,,,,-180,,-180,-180,-140,-140,
2007-04-20,,,,,,-170,,-170,-170,-170,-170,
2007-04-23,,,,,,-175,,-172,-175,-175,-175,
2007-04-24,,,,,,-180,,-180,-180,-190,-190,
2007-04-25,,,,,,-210,,-180,-180,-190,-190,
2007-04-26,,,,,,-250,,-250,-250,-250,-250,
2007-04-27,,,,,,-230,,-230,-230,-250,-250,
2007-04-30,,,,,,-250,,,,,,
2007-05-02,,,,,,-250,,-260,-260,-240,-240,
2007-05-03,,,,,,-280,,-280,-280,-270,-270,
2007-05-04,,,,,,-255,,-260,-260,-260,-260,
2007-05-07,,,,,,-220,,-250,-250,-250,-250,
2007-05-08,,,,,,-230,,-250,-250,-250,-250,
2007-05-09,,,,,,-270,,-280,-280,-270,-270,
2007-05-10,,,,,,-260,,-265,-265,-265,-265,
2007-05-11,,,,,,-270,,-280,-280,-280,-280,
2007-05-14,,,,,,-270,,-280,-280,-280,-280,
2007-05-15,,,,,,-260,,-270,-270,-270,-270,
2007-05-16,,,,,,-260,,-260,-260,-260,-260,
2007-05-17,,,,,,-270,,-270,-270,-265,-265,
2007-05-18,,,,,,-270,,-260,-260,-280,-280,
2007-05-21,,,,,,-290,,-290,-290,-290,-290,
2007-05-22,,,,,,-270,,-270,-270,-270,-270,
2007-05-23,,,,,,-290,,-280,-280,-270,-270,
2007-05-24,,,,,,-280,,-280,-280,-270,-270,
2007-05-25,,,,,,,,-250,-250,-250,-250,
2007-05-29,,,,,,-200,,-210,-200,-210,-200,
2007-05-30,,,,,,-190,,-180,-180,-190,-190,
2007-05-31,,,,,,-100,,-130,-130,-160,-160,
2007-06-01,,,,,,-110,,-130,-130,-140,-140,
2007-06-04,,,,,,-100,,-115,-115,-140,-140,
2007-06-05,,,,,,-100,,-110,-110,-140,-140,
2007-06-06,,,,,,-60,,-100,-100,-190,-190,
2007-06-08,,,-340,,,-50,,-40,,-190,-190,
2007-06-11,,,,,,-100,,-120,-120,-200,-200,
2007-06-12,,,,,,-130,,-190,-190,,,
2007-06-13,,,,,,-150,,-180,-180,-250,-250,
2007-06-14,,,,,,-160,,-230,-230,-220,-220,
2007-06-15,,,,,,,,-270,-270,-300,-300,
2007-06-18,,,,,,-220,,-280,-280,-300,-300,
2007-06-19,,,-380,,,-200,,-270,-270,-290,-290,
2007-06-20,,,,,,,,-220,-220,-280,-280,
2007-06-21,,,,,,,,-180,-180,-240,-240,
2007-06-22,,,,,,,,-115,-115,-150,-150,
2007-06-25,,,,,,-120,,-120,-130,-160,-160,
2007-06-26,,,-330,,,,,-120,-120,-160,-160,
2007-06-27,,,-320,,,,,,-120,-150,-150,
2007-06-28,,,-360,,,,,-16,-210,-220,-220,
2007-06-29,,,-380,,,,,-230,-270,,,
2007-07-02,,,-380,,,,,-200,-220,-320,-320,
2007-07-03,,,,,,,,-180,-220,-180,-180,
2007-07-05,,,-420,,,,,-160,-230,-280,-280,
2007-07-06,,,-420,,,,,-160,-230,-250,-250,
2007-07-09,,,-420,,,,,,,-280,-280,
2007-07-10,,,-400,,,,,-150,-230,-320,-320,
2007-07-11,,,,,,,,-180,-220,-320,-320,
2007-07-12,,,-430,,,,,-180,-240,-310,-310,
2007-07-13,,,,,,,,-180,-180,-310,-310,
2007-07-16,,,,,,,,-150,-170,-240,-240,
2007-07-17,,,,,,,,-100,-130,-200,-200,
2007-07-18,,,-350,,,,,-120,-150,-240,-240,
2007-07-19,,,-370,,,,,-100,-120,-240,-240,
2007-07-20,,,-350,,,,,-110,-120,-230,-230,
2007-07-23,,,-350,,,,,-60,-80,-180,-180,
2007-07-24,,,-300,,,,,-20,-70,-150,-150,
2007-07-25,,,-330,,,,,-20,-60,-130,-130,
2007-07-26,,,-280,,,,,-30,-40,-120,-120,
2007-07-27,,,-270,,,,,-20,-20,-120,-120,
2007-07-30,,,-280,,,,,0,0,-100,-100,
2007-07-31,-100,-100,-280,,,,,0,-30,-30,-70,
2007-08-01,,,-250,,,,,60,40,-60,-60,
2007-08-02,,,-100,,,,,40,50,-70,-70,
2007-08-03,-100,-100,,,,,,50,60,-70,-70,
2007-08-06,,,,,,,,90,100,-20,-20,
2007-08-07,,,-230,,,,,100,100,-30,-30,
2007-08-08,,,-240,,,,,,100,,,
2007-08-09,,,-190,,,,,,100,0,0,
2007-08-10,,,-180,,,,,,160,30,30,
2007-08-13,,,-180,,,,,,130,20,20,
2007-08-14,,,-180,,,,,,110,35,20,
2007-08-15,,,-180,,,,,,100,20,20,
2007-08-16,,,-260,,,,,,100,50,50,
2007-08-17,,,-180,,,,,,100,50,20,
2007-08-20,,,-180,,,,,,120,30,30,
2007-08-21,,,-250,,,,,,120,,,
2007-08-22,,,-180,,,,,,80,20,20,
2007-08-23,,,-180,,,,,,80,20,20,
2007-08-24,,,-250,,,,,,120,,,
2007-08-27,,,-250,,,,,,,20,20,
2007-08-28,,,-180,,,,,,50,30,30,
2007-08-29,,,-250,,,,,,80,30,30,
2007-08-30,,,,,,,,,,20,20,
2007-08-31,,,-140,,,,,,20,20,20,
2007-09-04,,,-260,,,,,,,,-20,
2007-09-05,,,-250,,,,,,-20,-30,-30,
2007-09-06,,,-300,,,,,,-20,-20,-30,
2007-09-10,-130,-130,-160,,,,,,-20,-40,-60,
2007-09-11,,,-200,,,,,,,-30,-40,
2007-09-12,-250,-250,,,,,,,,-70,-70,
2007-09-13,,,-250,,,,,,,-40,-50,
2007-09-14,,,-230,,,,,,,0,-30,
2007-09-17,,,-240,,,,,,,0,20,
2007-09-18,,,-220,,,-260,,,,0,0,
2007-09-19,,,-220,,,-260,,,,10,0,
2007-09-20,,,,,,,,,,-20,-20,
2007-09-21,,,-220,,,-270,,,,-10,-10,
2007-09-24,,,-220,,,-250,,,,,,
2007-09-25,,,-200,,,-250,,,,10,0,
2007-09-26,,,-200,,,-250,,,,20,30,
2007-09-27,,,-210,,,-270,,,,-20,-30,
2007-09-28,,,,,,-260,,,,-10,,
2007-10-01,,,-210,,,-250,,,,-30,0,
2007-10-02,,,-150,,,-240,,,,50,60,
2007-10-03,,,-150,,,-210,,,,50,60,
2007-10-04,-40,-40,-40,,,-220,,,,60,60,
2007-10-05,-20,-20,-20,,,-200,,,,70,80,
2007-10-08,20,20,,,,-170,,,,100,90,
2007-10-09,30,20,-100,,,-110,,,,100,90,
2007-10-10,20,20,-110,,,-200,,,,70,80,
2007-10-11,20,20,20,,,-200,,,,,80,
2007-10-15,,,,,,-170,,,,,90,
2007-10-16,,,-80,,,-170,,,,,70,
2007-10-17,,,-100,,,-170,,,,,50,
2007-10-18,,,-180,,,-180,,,,,60,
2007-10-19,,,-180,,,-180,,,,,70,
2007-10-22,,,,,,-180,,,,,90,
2007-10-23,,,,,,-160,,,,,70,
2007-10-24,,,,,,-150,,,,,70,
2007-10-25,100,100,,,,-150,,,,,,
2007-10-26,110,100,-40,,,-140,,,,,150,150
2007-10-29,130,120,-100,,,-120,,,,,150,150
2007-10-30,140,,-30,,,-120,,,,,,140
2007-10-31,,120,0,,,-100,,,,,140,130
2007-11-01,130,120,80,,,-100,,,,,100,130
2007-11-05,140,,20,,,-100,,,,,110,120
2007-11-06,120,,10,,,-100,,,,,100,120
2007-11-07,180,,50,,,-100,,,,,150,180
2007-11-08,180,120,50,,,-100,,,,,,180
2007-11-09,190,,,,,-100,,,,,,250
2007-11-12,260,,80,,,-60,,,,,260,260
2007-11-13,250,100,100,,,-70,,,,,,270
2007-11-14,220,,,,,-80,,,,,,210
2007-11-16,220,,-100,,,-100,,,,,,200
2007-11-19,,,80,,,-140,,,,,,
2007-11-20,200,,,,,-100,,,,,,200
2007-11-21,180,160,,,,-100,,,,,,190
2007-11-23,160,,100,,,-120,,,,,,190
2007-11-26,180,,70,,,-110,,,,,,190
2007-11-27,180,,-120,,,-120,,,,,,200
2007-11-28,150,,,,,-120,,,,,100,180
2007-11-29,170,120,,,,-110,,,,,,190
2007-11-30,190,200,,,,-100,,,,,,190
2007-12-03,190,150,120,,,-100,,,,,,150
2007-12-04,180,,90,,,-90,,,,,,150
2007-12-05,150,,80,,,-110,,,,,,130
2007-12-06,180,140,100,,,-120,,,,,,150
2007-12-07,150,100,100,,,-120,,,,,,140
2007-12-10,150,,70,,,-100,,,,,,140
2007-12-11,100,70,50,,,-120,,,,,,120
2007-12-12,60,80,60,,,-120,,,,,,120
2007-12-13,60,50,50,,,-120,,,,,,60
2007-12-14,80,70,40,,,-140,,,,,,
2007-12-17,80,,40,,,-130,,,,,,
2007-12-18,80,70,40,,,-120,,,,,,
2007-12-19,80,70,40,,,-140,,,,,,
2007-12-20,60,50,30,,,-140,,,,,,
2007-12-21,50,30,20,,,-140,,-180,-180,,,
2007-12-26,50,50,,,,-150,,,,,,
2007-12-27,50,30,0,,,-150,,,,,,
2007-12-28,30,0,-30,,,-170,,,,,,
2008-01-02,,-60,-70,,,-180,,,,,,
2008-01-03,-30,-40,-50,,,-170,,,,,,
2008-01-04,,-30,-50,,,-180,,,,,,
2008-01-07,0,0,-30,,,-200,,,,,,
2008-01-08,0,0,-20,,,-200,,,,,,
2008-01-09,-40,-40,-10,,,,,,,,,
2008-01-10,50,100,30,,,-100,,,,,,
2008-01-11,100,70,50,,,-110,,,,,,
2008-01-14,,120,-90,,,-90,,,,,,
2008-01-15,,140,100,,,-70,,,,,,
2008-01-16,,180,100,,,-40,,,,,,
2008-01-17,,150,130,,,-60,,,,,,
2008-01-18,,170,150,,,-40,,,,,,
2008-01-22,,,200,,,0,,,,,,
2008-01-23,,230,200,,,-20,,,,,,
2008-01-24,,250,200,,,-20,,,,,,
2008-01-25,,,190,,,,,,,,,
2008-01-28,,260,240,,,-30,,,,,,
2008-01-29,,250,230,,,-30,,,,,,
2008-01-30,,280,230,,,30,,,,,,
2008-01-31,,300,,,,-20,,,,,,
2008-02-01,,320,270,,,-50,,,,,,
2008-02-06,,290,220,,,-80,,,,,,
2008-02-07,,,270,,,-80,,,,,,
2008-02-08,,,270,,,-100,,,,,,
2008-02-11,,,320,,,-120,,,,,,
2008-02-12,,,350,,,-120,,,,,,
2008-02-13,,,370,,,-110,,,,,,
2008-02-14,,,270,,,-130,,,,,,
2008-02-15,,,280,,,-140,,,,,,
2008-02-19,,,200,,,-140,,,,,,
2008-02-20,,,210,,,-120,,-120,-120,,,
2008-02-21,,,,,,-130,,,,,,
2008-02-22,,,180,,,-120,,,,,,
2008-02-25,,,200,,,-110,,,,,,
2008-02-26,,,200,,,-100,,,,,,
2008-02-27,,,,,,-80,,-100,-100,,,
2008-02-28,,,,,,0,,-50,-50,,,
2008-02-29,,,-100,,,-20,,,,,,
2008-03-03,,,,,,-70,,-60,-60,,,
2008-03-04,,,,,,-20,,-60,-60,,,
2008-03-05,,,,,,-60,,-100,-100,,,
2008-03-06,,,,,,-60,,,,,,
2008-03-07,,,,,,-70,,-70,-60,,,
2008-03-10,,,,,,-60,,-120,-120,,,
2008-03-11,,,70,,,-20,,,,,,
2008-03-12,,,20,,,-40,,,,,,
2008-03-13,,,,,,-50,,-90,-90,,,
2008-03-14,,,,,,-20,,,,,,
2008-03-17,,,,,,-20,,-20,-20,,,
2008-03-18,,,,,,30,,,,,,
2008-03-19,,,,,,20,,-20,-50,,,
2008-03-20,,,,,,20,,20,20,,,
2008-03-24,,,,,,30,,-40,-40,,,
2008-03-25,,,,,,-60,,-60,-60,,,
2008-03-26,,,,,,20,,-60,-60,,,
2008-03-27,,,,,,0,,,,,,
2008-03-28,,,,,,20,,-60,-60,,,
2008-03-31,,,,,,80,,20,20,20,20,20
2008-04-01,,,,,,30,,30,30,,,
2008-04-02,,,,,,-10,,-20,-20,,,
2008-04-03,,,,,,-10,,-20,-20,,,
2008-04-04,,,,,,10,,-20,-20,,,
2008-04-07,,,,,,-10,,-30,-30,,,
2008-04-08,,,,,,0,,-40,-40,-20,-20,-20
2008-04-09,,,,,,-20,,-60,-60,-60,-60,-60
2008-04-10,,,,,,20,,-40,-40,-50,-50,-50
2008-04-11,,,,,,40,,10,10,-40,-40,-40
2008-04-14,,,,,,35,,10,10,0,0,0
2008-04-15,,,,,,70,,10,10,-20,-20,-20
2008-04-16,,,,,,60,,-20,-20,-30,-30,-30
2008-04-17,,,,,,50,,-10,-10,-20,-20,-20
2008-04-18,,,,,,30,,-30,-30,,,
2008-04-22,,,,,,40,,-40,-40,-20,-20,-20
2008-04-23,,,,,,60,50,-40,-40,-30,-30,-30
2008-04-24,,,,,,60,60,-50,-50,-40,-40,-40
2008-04-25,,,,,,60,60,-50,-50,-50,-50,-50
2008-04-28,,,,,,40,40,-50,-50,,,
2008-04-29,,,,,,20,20,-60,-60,-50,-50,-50
2008-04-30,,,,,,20,20,-60,-60,-50,-50,-50
2008-05-02,,,,,,40,0,-40,-40,,,
2008-05-05,,,,,,0,0,-60,-60,,,
2008-05-06,,,,,,-20,-20,-60,-60,-60,-60,-60
2008-05-07,,,,,,-20,-20,-60,-60,-40,-40,-40
2008-05-08,,,,,,-30,-30,-90,-90,-40,-40,-40
2008-05-09,,,,,,-50,-50,-130,-130,-130,-130,-130
2008-05-12,,,,,,-30,-30,-120,-120,-120,-120,-120
2008-05-13,,,,,,-10,-10,-140,-140,-130,-130,-130
2008-05-14,,,,,,-20,-20,-130,-130,-150,-150,-150
2008-05-15,,,,,,-10,-10,-120,-120,-120,-120,-120
2008-05-16,,,,,,-30,-50,-140,-140,-140,-140,-140
2008-05-19,,,,,,-30,-20,-120,-120,-120,-120,-120
2008-05-20,,,,,,-50,-60,-140,-140,-170,-170,-170
2008-05-21,,,,,,-80,-90,-150,-150,-160,-160,-160
2008-05-23,,,,,,-90,-90,-170,-170,-190,-190,-190
2008-05-27,,,,,,-90,-90,-150,-150,-180,-180,-180
2008-05-28,,,,,,-90,,-150,-150,-200,-200,-200
2008-05-29,,,,,,-70,-80,-120,-120,-170,-170,-170
2008-05-30,,,,,,-90,-90,-130,-130,-180,-180,-180
2008-06-02,,,,,,-120,-120,-130,-130,-170,-170,-170
2008-06-03,,,,,,-100,-100,-140,-140,-180,-180,-180
2008-06-04,,,,,,-80,-70,-140,-140,-150,-180,-150
2008-06-05,,,,,,,-100,-140,-140,-170,-170,-170
2008-06-06,,,,,,-120,-120,-170,-190,-200,-200,-200
2008-06-09,,,,,,-130,-140,-170,-170,-200,-200,-200
2008-06-10,,,,,,,-130,-160,-160,-180,-180,-180
2008-06-11,,,,,,-160,-160,-200,-200,-240,-240,-240
2008-06-12,,,,,,,-120,-220,-220,-220,-220,-220
2008-06-13,,,,,,,-140,-210,-210,-220,-220,-220
2008-06-16,,,,,,,-130,-200,-210,-230,-230,-230
2008-06-17,,,,,,-110,-110,-200,-200,-240,-240,-240
2008-06-18,,,,,,,-100,-200,-200,-230,-230,-230
2008-06-19,,,,,,,-100,-200,-200,-230,-230,-230
2008-06-20,,,,,,,-90,-80,-200,-240,-240,-240
2008-06-23,,,,,,,-80,-140,-150,-210,-210,-210
2008-06-24,,,,,,,-120,-170,-170,-220,-220,-220
2008-06-25,,,,,,,-110,-160,-160,-210,-210,-210
2008-06-26,,,,,,,-140,-170,-170,-250,-250,-250
2008-06-27,,,,,,,-150,-170,-190,-250,-250,-250
2008-06-30,,,,,,,-120,-170,-180,-210,-210,-210
2008-07-01,,,,,,,-220,-250,-260,-280,-280,-280
2008-07-02,,,,,,,-260,-260,-280,-310,-310,-310
2008-07-03,,,,,,,,-280,-300,-330,-330,-330
2008-07-07,,,,,,,,-240,-250,-280,-280,-280
2008-07-08,,,,,,,,,-250,-270,-270,-270
2008-07-09,,,,,,,,-240,-250,-280,-280,-280
2008-07-10,,,,,,,,-230,-250,-290,-290,-290
2008-07-11,,,,,,,,-285,-285,-300,-300,-300
2008-07-14,,,,,,,,-270,-280,-270,-270,-270
2008-07-15,,,,,,,,-250,-250,-260,-260,-260
2008-07-16,,,,,,,,-280,-270,-270,-270,-270
2008-07-17,,,,,,,,,-240,-250,-250,-250
2008-07-18,,,,,,,,-180,-200,-210,-210,-210
2008-07-21,,,,,,,,-180,-180,-200,-200,-200
2008-07-22,,,,,,,,-190,-190,-210,-210,-210
2008-07-23,,,,,,,,-160,-160,-180,-180,-180
2008-07-24,,,,,,,,-170,-190,-210,-210,-210
2008-07-25,,,,,,,,-180,-210,-220,-220,-220
2008-07-28,,,,,,,,-190,-190,-210,-210,
2008-07-29,,,,,,,,-170,-150,-220,-220,-220
2008-07-30,,,,,,,,-200,-180,-180,-180,-180
2008-07-31,0,,,,,,,-180,-200,-220,-220,-220
2008-08-01,,,,,,,,-150,-160,-180,-180,-180
2008-08-04,,,,,,,,-150,-160,-180,-180,-180
2008-08-05,,,,,,,,-180,-180,-180,-180,-180
2008-08-06,,,,,,,,-180,-150,-170,-170,-170
2008-08-07,,,,,,,,-190,-180,-180,-180,-180
2008-08-08,,,,,,,,-180,-180,-180,-180,-180
2008-08-11,,,,,,,,-220,-200,-200,-200,-200
2008-08-12,,,,,,,,-200,-210,-220,-220,-220
2008-08-13,,,,,,,,-220,-250,-250,-250,-250
2008-08-14,-230,-230,,,,,,-230,-220,-230,-230,-230
2008-08-15,,,,,,,,,-200,-230,-230,-230
2008-08-18,,,,,,,,,-240,-220,-220,-220
2008-08-19,,,-280,,,,,-200,-200,-220,-210,-210
2008-08-20,,,,,,,,,-230,-230,-220,-220
2008-08-21,,,,,,,,-220,-260,-230,-230,-230
2008-08-22,,,,,,,,,-220,-230,-250,-220
2008-08-25,,,,,,,,,-230,-240,-240,-240
2008-08-26,,,-300,,,,,,-210,-210,-200,-200
2008-08-27,,,,,,,,,-260,-200,-200,-200
2008-08-28,,,,,,,,,-250,-280,-280,-280
2008-08-29,,,-300,,,,,,-250,-280,-270,-280
2008-09-02,,,-310,,,,,,-280,-285,-285,-230
2008-09-03,,,,,,,,,-240,-240,-240,-240
2008-09-04,,,,,,,,,-260,-270,-260,-260
2008-09-05,,,,,,,,,-250,-220,-220,-220
2008-09-08,,,-300,,,,,,-210,-230,-240,-220
2008-09-09,-270,-270,,,,,,,,-220,-260,-260
2008-09-10,-260,-260,-270,,,,,,-210,-210,-250,-260
2008-09-11,-250,-250,,,,,,,-140,-180,-230,-230
2008-09-12,-260,,,,,,,,,-200,-230,-230
2008-09-15,-260,-260,-280,,,,,,-200,-180,-230,-230
2008-09-16,-260,-260,,,,,,,,-180,-210,-210
2008-09-17,-240,-240,,,,-270,-270,,,-190,-230,-230
2008-09-18,-250,-250,-280,,,,,,,-240,-240,-240
2008-09-19,,,,,,,,,,-200,-230,-230
2008-09-22,,,-280,,,,,,,-210,-230,-240
2008-09-23,,,,,,,,,,-250,-250,-250
2008-09-24,-250,-250,-310,,,,,,,-230,-240,-260
2008-09-25,-250,-250,-310,,,,,,,-260,-270,-250
2008-09-26,-250,-250,,,,,,,,-220,-260,-260
2008-09-29,-250,-250,,,,,,,,-150,-270,-270
2008-09-30,-220,-220,-210,,,,,,,-150,-230,-230
2008-10-01,-220,-220,-270,-270,,,,,,-180,-220,-220
2008-10-02,-210,-210,-270,-280,,,,,,-190,-220,-220
2008-10-03,,,,-270,,,,,,-180,-190,-190
2008-10-06,-180,-180,,-220,,,,,,-150,-200,-200
2008-10-07,-150,-150,,-205,,,,,,-160,-160,-160
2008-10-08,-200,-200,,-220,,,,,,-150,-160,-160
2008-10-09,-200,-200,,-240,,,,,,-180,-180,-180
2008-10-10,-170,-170,,-250,,,,,,-170,-150,-170
2008-10-13,,,,-240,,,,,,-150,-160,-150
2008-10-14,,,,-250,,,,,,-160,-160,-160
2008-10-15,-170,-170,,-250,,,,,,-150,-120,-120
2008-10-16,-170,-170,,-250,,,,,,,-120,-120
2008-10-17,-185,-185,,-190,,,,,,-120,-120,-120
2008-10-20,-180,-180,,-270,,,,,,-140,-140,-140
2008-10-21,-160,-160,,-270,,,,,,,-130,-120
2008-10-22,-150,-150,,-230,,,,,,,-130,-130
2008-10-23,-120,-120,,-230,,,,,,,-120,-120
2008-10-24,-130,-130,,-240,,,,,,,-90,-90
2008-10-27,,,,-240,,,,,,,-100,-100
2008-10-28,-150,-150,,-250,,,,,,,-120,-100
2008-10-29,-150,-150,,-150,,,,,,,-120,-120
2008-10-30,-150,-150,-150,-250,,,,,,,-90,-110
2008-10-31,-150,-150,,-250,,,,,,,-100,-110
2008-11-03,-150,-150,-310,-200,,,,,,,-140,-140
2008-11-04,-120,-120,,-260,,,,,,,-120,-120
2008-11-05,,,-310,-270,,,,,,,-150,-150
2008-11-06,-150,-150,-310,-270,,,,,,,-130,-130
2008-11-07,-130,-150,-150,-250,,,,,,,-100,-130
2008-11-10,-140,-140,,-250,,,,,,,-110,-120
2008-11-11,-140,-140,-310,-270,,,,,,,-120,-120
2008-11-12,-110,-110,-120,-250,,,,,,,,-80
2008-11-13,-100,-100,-120,-250,,,,,,,,-90
2008-11-14,-90,-90,-120,-250,,,,,,,-80,-80
2008-11-17,-90,-90,-120,-250,,,,,,,-80,-70
2008-11-18,-90,-90,-80,-240,,,,,,,,-80
2008-11-19,-110,-90,-120,-250,,,,,,,,-90
2008-11-20,-90,-100,-100,-230,,,,,,,,-70
2008-11-21,-70,-70,-100,-230,,,,,,,,-60
2008-11-24,-70,,-120,-220,,,,,,,-70,-70
2008-11-25,-100,-120,-120,-250,,,,,,,-90,-90
2008-11-26,-100,-120,-130,-240,,,,,,,-90,-80
2008-11-28,-100,-120,-120,-250,,,,,,,-90,-90
2008-12-01,-130,-120,-140,-240,,-260,-260,,,,,-130
2008-12-02,-120,-130,-130,-250,,,,,,,,-120
2008-12-03,-140,-150,-130,-250,,,,,,,,-150
2008-12-04,-160,-150,-165,-270,,,,,,,,-160
2008-12-05,-140,-140,-150,-260,,,,,,,,-140
2008-12-08,-180,-160,-170,-270,,,,,,,,-160
2008-12-09,-170,-160,-180,-260,,,,,,,,-160
2008-12-10,-200,-180,-190,-280,,,,,,,,-240
2008-12-11,-210,-210,-210,-300,,,,,,,,-190
2008-12-12,-190,-190,-190,-290,,,-300,,,,,-190
2008-12-15,-230,-240,-240,-280,,,,,,,,
2008-12-16,-240,-250,-250,-310,,,-290,,,,,-220
2008-12-17,-230,-250,-240,-300,,,,,,,,-230
2008-12-18,-230,-260,-240,-300,,,-310,,,,,-230
2008-12-19,-230,-260,-250,-300,,,,,,,,-230
2008-12-22,-260,-260,-270,-300,,-290,,,,,,-270
2008-12-23,-260,-280,-270,-300,,-290,,,,,,-270
2008-12-26,-280,-280,-280,-300,,-300,-300,,,,,
2008-12-29,-230,-300,-240,-300,,-300,-300,,,,,
2008-12-30,-230,-270,-240,-200,,-200,-200,,,,,
2009-01-02,-230,-280,-240,-300,,,-300,,,,,
2009-01-05,-300,-30,-300,-300,,-310,-310,,,,,
2009-01-06,-230,-280,-240,-300,,-300,-300,,,,,
2009-01-07,-230,-230,-240,-300,,,-300,,,,,
2009-01-08,-250,-200,-280,-320,,-330,-330,,,,,
2009-01-09,,-200,-240,-300,,-300,-230,,,,,
2009-01-12,-210,-210,-300,-310,,,-380,,,,,
2009-01-13,,-200,-280,-300,,-300,-230,,,,,
2009-01-14,,-230,-280,-310,,-350,-350,,,,,
2009-01-15,,-200,-240,-300,,-300,-300,,,,,
2009-01-16,,-200,-250,-320,,,,,,,,
2009-01-20,,-220,-280,-320,,-350,-350,,,,,
2009-01-21,,-200,-280,-340,,-350,-350,,,,,
2009-01-22,,-210,-260,-320,,-330,-330,,,,,
2009-01-23,,-220,-280,-350,,-340,-340,,,,,
2009-01-26,,-220,-270,-330,,-340,-340,,,,,
2009-01-27,,-220,-260,-320,,-350,-350,,,,,
2009-01-28,,-210,-240,-300,,-330,-330,,,,,
2009-01-29,,-210,-240,-320,,-330,-340,,,,,
2009-01-30,,-200,-230,-330,,-330,-300,,,,,
2009-02-02,,,-210,-310,,-320,-320,,,,,
2009-02-03,,,-200,-290,,-320,-380,,,,,
2009-02-04,,-200,-200,-280,,-310,-300,,,,,
2009-02-05,,,-220,-280,,-310,-310,,,,,
2009-02-06,,-220,-220,-280,,-310,-310,,,,,
2009-02-09,,-200,-170,-200,,-270,-270,,,,,
2009-02-10,,,-130,-180,,-240,-240,,,,,
2009-02-11,,-140,-140,-220,,,-240,,,,,
2009-02-12,,-110,-130,-210,,-220,-220,,,,,
2009-02-13,,-130,-130,-220,,-240,-240,,,,,
2009-02-17,,-130,-100,-180,,-230,-230,,,,,
2009-02-18,,,-130,-180,,,-210,,,,,
